category,question,optionA,optionB,optionC,optionD,correct,image,explanation
RNAV,"In relation to the NAVSTAR GPS satellite navigation system, ""search the sky"" is a:",procedure that starts after switching on a receiver if there is no stored satellite data available.,continuous procedure performed by the receiver that searches the sky for satellites rising above the horizon.,procedure performed by the receiver to recognise new satellites becoming operational.,continuous process by the ground segment to monitor the GPS satellites.,1,,
RNAV,Which one of the following errors can be compensated for by a NAVSTAR GPS receiver comparing L1 and L2 frequencies?,Multipath.,Ionospheric delay.,Tropospheric.,Receiver noise.,2,,
RNAV,Explain the principle of SBAS:,Measure in aircraft and additional satellites the signal errors transmitted by GNSS satellites and transmit differential corrections and integrity messages for navigation satellites.,Measure in additional satellites the signal errors transmitted by GNSS satellites and transmit differential corrections and integrity messages for navigation satellites.,Measure in aircraft the signal errors transmitted by GNSS satellites and transmit differential corrections and integrity messages for navigation satellites.,Measure on the ground the signal errors transmitted by GNSS satellites and transmit differential corrections and integrity messages for navigation satellites.,4,,
RNAV,Refer to GNSS. The ground based augmentation system (GBAS) sends corrections for:,multipath errors and satellite clock errors via VHF.,errors due to ionospheric and tropospheric disturbances.,receiver clock errors and errors due to ionospheric disturbances.,multipath errors and receiver clock errors.,2,,
RNAV,Which of the following statements about SBAS is correct?,SBAS satellites are geostationary satellites which determine the errors independently of any ground-based stations.,SBAS satellites are navigation satellites which orbit around the Earth above the Greenwich meridian and anti-meridian and above the 90° and 270° meridian.,SBAS satellites are geostationary satellites which can also be used as navigation satellites with their own PNR code.,SBAS satellites are navigation satellites with the same inclination as other navigation satellites.,3,,
RNAV,"In relation to the NAVSTAR GPS satellite navigation system, what is involved in the differential technique (D-GPS)?",Signals from satellites are received by 2 different antennas which are located a fixed distance apart. This enables a suitable receiver on the aircraft to recognise and correct for multipath errors.,Fixed ground stations compute position errors and transmit correction data to a suitable receiver on the aircraft.,Receivers from various manufacturers are operated in parallel to reduce the characteristical receiver noise error.,The difference between signals transmitted on the L1 and L2 frequencies are processed by the receiver to determine an error correction.,2,,
RNAV,An SBAS (Satellite Based Augmentation System) consists of:,1 element,4 elements,2 elements,3 elements,4,,
RNAV,An ABAS system is installed:,on the ground.,in the aircraft.,on a ship.,in the aircraft and on the ground.,2,,
RNAV,One type of Airborne Based Augmentation Systems (ABAS) is called Aircraft Autonomous Integrity Monitoring (AAIM). This system:,depends on additional onboard sensors only.,depends on a ground based augmentation system (GBAS) and thereby depends on the range of GBAS.,depends on additional onboard system and on information from GNSS.,depends on information from GNSS only.,3,,
RNAV,Frequency band of the SBAS data link is:,962 to 1 213 MHz.,a signal with the same frequency as GNSS.,VHF band 108.0 to 111.975 MHz.,VHF band of ILS and VOR systems.,2,,
RNAV,"The system capable of measuring on the ground, the signal errors transmitted by GNSS satellites and transmitting differential corrections and integrity messages for navigation satellites is:",ABAS,RBAS,SBAS,GBAS,3,,
RNAV,Which of the following statements about SBAS/GBAS is true?,SBAS can cover more area than GBAS.,GBAS can cover more area than SBAS.,"SBAS does not need ground stations, GBAS does.","GBAS does not need satellite signals, SBAS does.",1,,
RNAV,A GBAS signal is sent to:,a space vehicle (satellite) for clock synchronisation.,a receiver which is located in the aircraft and modifies horizontal and vertical guidance corrections.,a ground station which is checking horizontal and vertical information.,a space vehicle (satellite) for position corrections.,2,,
RNAV,Which statement about a Satellite Based Augmentation System (SBAS) is correct?,SBAS is able to provide approach and landing operations with horizontal guidance only.,SBAS is an augmentation device for Ground Based Augmentation Systems.,SBAS is able to provide guidance for precision approaches.,SBAS is able to provide approach and landing operations with vertical guidance only.,3,,
RNAV,"If you compare SBAS and GBAS, what is an advantage of SBAS over GBAS?",GBAS covers a larger area.,GBAS is less accurate in local areas.,SBAS is more accurate in local areas.,SBAS covers a larger area.,4,,
RNAV,Which of the following statements about the accuracy that can be obtained with the LAAS (local area augmentation system) of the satellite navigation system NAVSTAR GPS is correct?,The increase in accuracy of position fixes is independent of the aircraft position in relation to the LAAS ground reference station.,A LAAS corrects the position of the aircraft by relaying the information via a geo-stationary satellite.,"The closer the receiver is to a LAAS ground reference station, the more accurate is the aircraft position fix.",A LAAS cannot correct for satellite timing and orbital position error.,3,,
RNAV,"What is the advantage, if any, by using a combination of EGNOS and GPS?",Elimination of multi-path and noise errors.,Redundancy is increased but there is no improvement of the system itself.,Integrity is not improved but position accuracy is highly increased.,Improving of the integrity by alerting users within 6 seconds instead of 3 hours.,4,,
RNAV,"The ""GBAS"" positioning service provides:",deviation guidance for En-route segment.,horizontal position information to support RNAV operations in terminal areas.,horizontal position information for Initial segment.,deviation guidance for Final Approach segment.,2,,
RNAV,The VDB (VHF data broadcast) broadcasts the GBAS signal within its coverage area to avionics in GBAS-equipped aircraft. The VDB signal provided are:,"error correction data, integrity data and approach data for one runway.","error correction data, integrity data and approach data for more than one runway.",integrity data and approach data for one runway.,error correction data and integrity data.,2,,
RNAV,Which statement about a Satellite Based Augmentation System (SBAS) is correct?,SBAS is able to provide approach and landing operations with vertical guidance.,The ground reference station transmits corrections directly to the user via VHF/UHF data link.,The SBAS monitor stations send corrected positions to the users within the range of the station.,SBAS is an augmentation device for Ground Based Augmentation Systems.,1,,
RNAV,Frequency band of the GBAS data link is:,a signal with the same frequency as GPS.,UHF band between 960 - 1 215 MHz.,VHF band of ILS and VOR systems.,VHF band 108.0 to 111.975 MHz.,3,,
RNAV,The Satellite-Based Augmentation Systems include:,"WAAS in the USA, GALILEO in Europe, MSAS in Japan, GAGAN in India","WAAS in the USA, EGNOS in Europe, MSAS in Japan, GAGAN in India","GPS in the USA, EGNOS in Europe, JSTV in Japan, GAGAN in India","WAAS in the USA, EGNOS in Europe, MSAS in Japan, INDRA in India",2,,
RNAV,EGNOS (European Geostationary Navigation Overlay System) is a form of:,Local Area Differential GPS (LADGPS).,Wide Area Differential GPS (WADGPS).,Local Area Augmentation System (LAAS).,stand-alone Global Navigation Satellite System (GNSS).,2,,
