category,question,optionA,optionB,optionC,optionD,correct,image,explanation
OPS,"List the types of de-icing/anti-icing fluids available:","Type A1, A2, В, С.","Type A, B, C, D.","Type I, II, III, IV.","Type A-I, A-II, D-I, D-II.",3,,
OPS,"In icing conditions, if you have exceeded the holdover time, the correct procedure is to:","operate the aircraft de-icing/anti-icing systems.","de-ice again the aircraft, then apply anti-icing fluid.","apply directly anti-icing fluid without conducting previous deicing procedures.","de-ice the aircraft.",2,,
OPS,"The accumulation of frost, snow or ice on an aeroplane in flight induces, amongst other serious consequences, an increase in the:","roll rate.","value of the stall angle of attack.","stalling speed.","tuck under.",3,,
OPS,"The application of a type Il anti-icing fluid on an aircraft on the ground will provide a:","limited time of protection independent of the outside temperature.","limited time of protection, dependent on the outside temperature, precipitations and fluid mixture.","protection against icing for the duration of the flight.","protection time up to 24 hours.",2,,
OPS,"According to EASA AIR OPS, an operator shall not operate an aircraft in expected or actual icing conditions unless:","the flight is planned so that a change of cruising level can be initiated rapidly.","the aircraft is sprayed with anti-icing fluid before flight.","the aircraft is certificated and equipped to operate in icing conditions","the aircraft is sprayed with de-icing fluid before flight.",3,,
OPS,"With reference to the Clean Aircraft Concept, an aircraft may take-off in the following condition:","Frost on the fuselage.","The wings are covered by a layer of 3-4 cm of snow.","Snow or slush on the elevator.","80% of the wing is covered by frost.",1,,
OPS,"An aircraft having undergone an anti-icing procedure and having exceeded the protection time of the anti-icing fluid:","need not to undergo a new anti-icing procedure for take-off.","must undergo a de-icing procedure before a new application of anti-icing fluid for take-off.","must only undergo a de-icing procedure for take-off.","must only undergo a new anti-icing procedure for take-off.",2,,
OPS,"During the winter an aircraft is parked overnight prior to an early morning departure. The crew notice a slight glistening ice deposit on top of the wings or blades which appears translucent. Under these conditions:","the take-off performance of the aircraft will not be affected.","there is no risk of ice accretion.","the aircraft should be sprayed with de-icing fluid of the correct type.","a longer starting procedure will be necessary to warm up the aircraft.",3,,
OPS,"When taking off, in winter conditions, the wing contamination by ice or frost will cause the following effects:<br><br>1) An increase in the take-off distance.<br>2) A decrease of the take-off run.<br>3) An increase in the stalling speed.<br>4) A decrease of the stalling speed.<br>5) A decrease of the climb gradient.<br><br>The combination regrouping all the correct statements is:","1, ,2, 3","1, 3, 5","2, 4, 5","2, 3, 5",2,,
OPS,"The protection time of an anti-icing fluid depends on:<br><br>1) The type and intensity of the showers.<br>2) The ambient temperature.<br>3) The relative humidity.<br>4) The direction and speed of the wind.<br>5) The temperature of the airplane skin.<br>6) The type of fluid, its concentration and temperature.<br><br>The combination regrouping all the correct statements is:","1,2,4,6","1, 2, 3, 4, 5, 6","1, 3, 5, 6","2,3, 4,5",2,,
OPS,""Choose the correct statement if icing conditions are encountered:"",""an increase of lift by 10%"",""an increase of drag by 10%"",""a decrease of drag by 20%"",""a decrease of lift by 30%"",4,,
OPS,"Which of the following requirements should be met when planning a flight in icing conditions?","The aircraft shall be equipped with approved ice-protection systems.","A meteorologist shall decide whether the flight may be performed without ice-protection systems.","The aircraft shall be sprayed with anti-icing fluid before the flight.","The flight should be planned so that a change of cruising level can be initiated rapidly.",1,,
OPS,"In icing conditions and after the application of an anti-icing fluid on your airplane, you are waiting to take-off by:<br>1) avoiding positioning yourself in the engine jet wash of thepreceding aircraft.<br>2) avoiding positioning yourself in the turbo-props wash of the preceding aircraft.<br>3) positioning yourself in the engine jet wash of the preceding aircraft.<br>4) positioning yourself in the turbo-props wash of the preceding aircraft.<br><br>The combination regrouping all the correct statements is:","1, 2","1, 4","2, 3","3, 4",1,,
OPS,"The anti-icing fluid protecting film can wear off and reduce the holdover time considerably:","when the temperature of the aeroplane skin is close to 0°C.","when the aeroplane is parked facing into wind.","when the outside temperature is close to 0 °С.","during strong winds or as a result of other aircraft engines jet blast/ propeller blast.",4,,
OPS,"For a given ambient temperature and type of de-icing fluid used, in which one of the following types of weather condition will the holdover (protection) time be shortest?","Frost.","Steady snow.","Freezing fog.","Freezing rain.",4,,
OPS,"The holdover time of an anti-icing procedure, for a given ambient temperature, will be longest in weather conditions of:","freezing fog.","rain on a cold soaked wing.","steady snow.","frost.",4,,
OPS,"During a de-icing/anti-icing procedure carried out in two stages, the waiting time starts:","at the beginning of the second stage (anti-icing stage).","a the end of the first stage (de-icing stage).","at the end of the second stage (anti-icing stage).","at the beginning of the first stage (de-icing stage).",1,,
OPS,"After anti-icing has been completed, a pre-departure inspection reveals presence of frost, ice or snow. The correct action is to:","complete departure as soon as possible to reduce the possibility of further contamination.","carry out a new de-icing/anti-icing procedure.","switch on all the aircraft anti-icing and de-icing systems and leave on until clear of icing conditions when airborne.","complete departure provided that the recommended anti-icing holdover (protection) time for the prevailing conditions and type of fluid used has not been exceeded.",2,,
OPS,"The highest risk of bird strikes occurs:","between 3 500 ft and 5 000 ft.","below 2 500 ft.","between 2 500 ft and 3 500 ft.","above 5000 ft.",2,,
OPS,"In what AIP section would you find information about bird migration?","There is no information about bird migration in AIPs.","ENR","GEN","AD",2,,
OPS,"An aircraft experiences a bird strike. What first action should be done by the commander/crew?","Inform others (aircraft/ATC) on 121.5.","Check the aircraft for damage (on the ground).","Dry crank the engines (on the ground).","Write a bird strike report.",1,,
